0,11/14/16,A18177105952,CHANDO/自然堂凝时鲜颜肌活乳液120ML 化细纹补水滋润专柜正品,194.0,8122.0,1492.0,自然堂,1575668.0
1,11/14/16,A18177226992,CHANDO/自然堂活泉保湿修护精华水（滋润型135ml 补水控油爽肤水,99.0,12668.0,589.0,自然堂,1254132.0
2,11/14/16,A18178033846,CHANDO/自然堂 男士劲爽控油洁面膏 100g 深层清洁  男士洗面奶,38.0,25805.0,4287.0,自然堂,980590.0
3,11/14/16,A18178045259,CHANDO/自然堂雪域精粹纯粹滋润霜（清爽型）50g补水保湿滋润霜,139.0,5196.0,618.0,自然堂,722244.0
4,11/14/16,A18178129035,自然堂 雪域纯粹滋润洗颜霜 110g  补水保湿  洗面奶女 深层清洁,88.0,42858.0,8426.0,自然堂,3771504.0
5,11/14/16,A18178206572,CHANDO/自然堂雪润皙白晶采霜（滋润型）50g 滋润修护面霜 正品,139.0,3027.0,304.0,自然堂,420753.0
6,11/14/16,A18190290933,自然堂 活泉深层净化控油凝露60g 控油补水保湿滋润 活泉精华正品,86.0,6925.0,740.0,自然堂,595550.0
7,11/14/16,A18250630014,CHANDO/自然堂 凝时鲜颜肌活修护精华液35ml 淡化细纹护肤精华,216.0,4649.0,630.0,自然堂,1004184.0
8,11/14/16,A18422797881,CHANDO/自然堂活泉保湿精华套装 保湿补水滋润控油面部护理套装,258.0,2293.0,43.0,自然堂,591594.0
9,11/14/16,A18919906680,自然堂 水润保湿柔肤水 135ml 补水保湿清透锁水 专柜正品,66.0,64345.0,10210.0,自然堂,4246770.0
10,11/14/16,A18934397934,CHANDO/自然堂水润保湿霜50g 补水保湿锁水细腻清爽防干燥正品,76.0,19290.0,3152.0,自然堂,1466040.0
11,11/14/16,A18934597093,CHANDO/自然堂水润长效保湿霜50g 深层补水持久锁水细腻清爽滋润,86.0,10711.0,618.0,自然堂,921146.0
12,11/14/16,A18980833277,CHANDO/自然堂男士面部护肤套装  洁面洗面奶爽肤水面霜,503.0,2775.0,124.0,自然堂,1395825.0
13,11/14/16,A18981009694,CHANDO/自然堂雪润深澈精华面膜贴5片 补水面膜护肤品专柜,99.0,16963.0,697.0,自然堂,1679337.0
14,11/14/16,A18997821811,CHANDO/自然堂娇颜嫩白保湿霜50g  保湿补水滋润清保湿霜,96.0,2748.0,167.0,自然堂,263808.0
15,11/14/16,A18997825320,CHANDO/自然堂娇颜 保湿乳100ML 持久保湿水嫩肌肤补水 乳液,86.0,13428.0,1184.0,自然堂,1154808.0
16,11/14/16,A19008350212,CHANDO/自然堂雪润皙白水乳套装 爽肤水乳液面膜 亮肤补水套装,249.0,22353.0,2918.0,自然堂,5565897.0
17,11/14/16,A19009618209,CHANDO/自然堂凝时鲜颜套装水乳/霜套装 补水保湿滋润淡化细纹,348.0,19262.0,1786.0,自然堂,6703176.0
18,11/14/16,A19371494116,CHANDO/自然堂雪域精粹冰肌精华套组 滋润护肤 精华爽肤水BB套装,508.0,12810.0,1304.0,自然堂,6507480.0
19,11/14/16,A19504102657,自然堂水润保湿洁面套装 深层清洁不紧绷补水保湿洁面,76.0,25988.0,920.0,自然堂,1975088.0
20,11/14/16,A19743978078,CHANDO/自然堂水润保湿面膜5片装 滋润补水保湿面膜贴 包邮 正品,49.0,57344.0,4394.0,自然堂,2809856.0
21,11/14/16,A19757777516,CHANDO/自然堂娇颜粉嫩保湿面膜面贴膜5片  密集补水修护面膜包邮,59.0,17747.0,1175.0,自然堂,1047073.0
22,11/14/16,A19829582834,CHANDO/自然堂雪域精粹密集修护滋润冰肌膜 补水保湿滋润面膜,138.0,16203.0,1645.0,自然堂,2236014.0
23,11/14/16,A20173231724,自然堂男士保湿补水霜矿物元素滋润肌肤面霜护肤品 正品,89.0,13906.0,567.0,自然堂,1237634.0
24,11/14/16,A20173935321,CHANDO/自然堂雪域精粹纯粹滋润乳液 补水保湿滋润修护乳液护肤,148.0,38266.0,5763.0,自然堂,5663368.0
25,11/14/16,A20192747878,CHANDO/自然堂雪润晶采眼霜15g 淡化黑眼圈细纹紧致 眼部护理正品,169.0,2648.0,412.0,自然堂,447512.0
26,11/14/16,A20192955914,自然堂 活泉深层补水露 补水保湿 平衡油性肌肤化妆品护肤正品,99.0,14955.0,1492.0,自然堂,1480545.0
27,11/14/16,A20288779393,CHANDO/自然堂凝时鲜颜肌活眼部精华乳18g淡化细纹黑眼圈滋润眼霜,199.0,7355.0,930.0,自然堂,1463645.0
28,11/14/16,A20553423924,CHANDO/自然堂BB家族润泽无瑕养护粉底液遮瑕粉底液遮瑕调整肤色,108.0,28771.0,1716.0,自然堂,3107268.0
29,11/14/16,A21301819561,CHANDO/自然堂雪域精粹水乳套装 爽肤水冰肌水乳液面霜护理套装,286.0,121620.0,16933.0,自然堂,34783320.0
30,11/14/16,A21625571512,CHANDO/自然堂水润保湿面部护理套装 洗面奶爽肤水乳液面霜补水女,189.0,346091.0,28585.0,自然堂,65411199.0
31,11/14/16,A22610223242,CHANDO/自然堂 雪润皙白冰肌水送面膜补水保湿修护爽肤水化妆水,118.0,14924.0,1808.0,自然堂,1761032.0
32,11/14/16,A22610607247,CHANDO/自然堂雪域冰肌水（凝润型）保湿补水修护滋润 爽肤水,125.0,42650.0,6101.0,自然堂,5331250.0
33,11/14/16,A24543304827,自然堂 凝时鲜颜洁面霜110g 洁面保湿滋润不紧绷 洗面奶专柜正品,99.0,10860.0,2628.0,自然堂,1075140.0
34,11/14/16,A24543756285,CHANDO/自然堂雪域精粹纯粹滋润精华液 补水保湿修护滋润精华液,179.0,14594.0,1856.0,自然堂,2612326.0
35,11/14/16,A24543820600,CHANDO/自然堂男士保湿精华眼霜淡化黑眼圈细纹紧致眼部护理正品,98.0,4694.0,162.0,自然堂,460012.0
36,11/14/16,A24544528901,自然堂男士冰川控油爽肤水 补水保湿控油须后水正品包邮,69.0,6861.0,761.0,自然堂,473409.0
37,11/14/16,A24544728992,自然堂 雪域精粹纯粹眼霜15g 淡化黑眼圈细纹 保湿 专柜正品,178.0,9712.0,1549.0,自然堂,1728736.0
38,11/14/16,A24544816538,自然堂男士控油补水露 补水保湿控油清爽男士护肤品正品,79.0,6782.0,578.0,自然堂,535778.0
39,11/14/16,A24572480018,自然堂 活泉补水控油洁面膏（泡沫型）110g  深层清洁 正品 包邮,69.0,23076.0,3332.0,自然堂,1592244.0
40,11/14/16,A24573368252,自然堂 雪润深澈皙白精华液40ml 保湿滋润 美白精华 面部精华正品,168.0,11282.0,1788.0,自然堂,1895376.0
41,11/14/16,A24573628465,专柜正品自然堂 活泉加倍保湿霜50g 补水锁水减少细纹滋润肌肤,110.0,8447.0,707.0,自然堂,929170.0
42,11/14/16,A24611880810,CHANDO/自然堂雪域滋润保湿精华霜BB霜35ml 补水保湿隔离BB霜正品,108.0,23421.0,3655.0,自然堂,2529468.0
43,11/14/16,A24612192437,CHANDO/自然堂雪润深澈皙白补水套装 洗面奶冰肌水乳液补水套装,339.0,29229.0,4624.0,自然堂,9908631.0
44,11/14/16,A24612968810,CHANDO/自然堂雪域精粹纯粹冰肌滋润套装 洗面奶爽肤水乳液面霜,368.0,119516.0,17389.0,自然堂,43981888.0
